Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
178390,34in Ultrawide Monitor,1,379.99,04/01/19 22:49,"530 Center St, San Francisco, CA 94016"
178391,AAA Batteries (4-pack),4,2.99,04/23/19 08:16,"324 12th St, New York City, NY 10001"
178392,USB-C Charging Cable,1,11.95,04/29/19 16:17,"287 Lincoln St, New York City, NY 10001"
178393,34in Ultrawide Monitor,1,379.99,04/22/19 10:07,"481 Adams St, Seattle, WA 98101"
178394,Google Phone,1,600,04/03/19 11:16,"768 Wilson St, Atlanta, GA 30301"
178395,Wired Headphones,1,11.99,04/10/19 13:06,"117 Willow St, Los Angeles, CA 90001"
178396,Wired Headphones,1,11.99,04/08/19 15:19,"573 Wilson St, Seattle, WA 98101"
178397,USB-C Charging Cable,1,11.95,04/16/19 12:32,"372 Elm St, Dallas, TX 75001"
178398,USB-C Charging Cable,1,11.95,04/06/19 20:42,"254 Park St, Atlanta, GA 30301"
178399,Lightning Charging Cable,1,14.95,04/23/19 15:14,"521 Hill St, Los Angeles, CA 90001"
178400,USB-C Charging Cable,1,11.95,04/07/19 17:37,"396 11th St, Dallas, TX 75001"
178401,AA Batteries (4-pack),1,3.84,04/04/19 00:03,"683 South St, Portland, OR 97035"
178402,27in 4K Gaming Monitor,1,389.99,04/15/19 20:05,"420 Washington St, Austin, TX 73301"
178403,Google Phone,1,600,04/05/19 01:07,"665 Spruce St, New York City, NY 10001"
178404,Bose SoundSport Headphones,1,99.99,04/06/19 21:10,"425 2nd St, Seattle, WA 98101"
178404,USB-C Charging Cable,1,11.95,04/06/19 21:10,"425 2nd St, Seattle, WA 98101"
178405,Wired Headphones,1,11.99,04/15/19 09:16,"742 Johnson St, San Francisco, CA 94016"
178406,27in 4K Gaming Monitor,1,389.99,04/13/19 19:07,"649 1st St, Los Angeles, CA 90001"
178407,Lightning Charging Cable,1,14.95,04/01/19 06:14,"384 4th St, Los Angeles, CA 90001"
178408,AAA Batteries (4-pack),1,2.99,04/20/19 22:30,"116 Hickory St, Seattle, WA 98101"
178409,Lightning Charging Cable,1,14.95,04/19/19 19:32,"117 Hickory St, Portland, OR 97035"
178410,34in Ultrawide Monitor,1,379.99,04/29/19 20:32,"671 North St, Los Angeles, CA 90001"
178411,Bose SoundSport Headphones,1,99.99,04/29/19 10:33,"518 West St, San Francisco, CA 94016"
178412,Vareebadd Phone,1,400,04/05/19 18:58,"743 Forest St, New York City, NY 10001"
178412,Wired Headphones,1,11.99,04/05/19 18:58,"743 Forest St, New York City, NY 10001"
178413,ThinkPad Laptop,1,999.99,04/21/19 19:10,"629 Maple St, San Francisco, CA 94016"
178414,Lightning Charging Cable,1,14.95,04/14/19 09:02,"881 Jefferson St, Los Angeles, CA 90001"
178415,Google Phone,1,600,04/08/19 20:25,"540 Washington St, New York City, NY 10001"
178416,AAA Batteries (4-pack),1,2.99,04/27/19 18:19,"232 Lake St, Los Angeles, CA 90001"
178417,AAA Batteries (4-pack),2,2.99,04/11/19 08:05,"363 Lake St, Boston, MA 02215"
178418,AAA Batteries (4-pack),5,2.99,04/26/19 11:09,"62 Pine St, San Francisco, CA 94016"
178419,Lightning Charging Cable,1,14.95,04/18/19 10:55,"16 Willow St, Atlanta, GA 30301"
178420,USB-C Charging Cable,1,11.95,04/01/19 23:13,"297 Spruce St, New York City, NY 10001"
178421,Flatscreen TV,1,300,04/07/19 13:25,"56 5th St, San Francisco, CA 94016"
178422,Macbook Pro Laptop,1,1700,04/14/19 19:16,"236 North St, Dallas, TX 75001"
178423,Google Phone,1,600,04/08/19 21:08,"402 Church St, San Francisco, CA 94016"
178424,AAA Batteries (4-pack),1,2.99,04/15/19 13:59,"871 1st St, Portland, OR 97035"
178425,Apple Airpods Headphones,1,150,04/16/19 22:51,"50 Adams St, San Francisco, CA 94016"
178426,Lightning Charging Cable,1,14.95,04/02/19 15:34,"53 Forest St, New York City, NY 10001"
178427,Lightning Charging Cable,1,14.95,04/07/19 17:53,"905 Main St, New York City, NY 10001"
178428,Apple Airpods Headphones,1,150,04/21/19 06:48,"102 Ridge St, Portland, OR 97035"
178429,Lightning Charging Cable,1,14.95,04/17/19 19:12,"560 Madison St, Dallas, TX 75001"
178430,USB-C Charging Cable,2,11.95,04/24/19 13:25,"254 8th St, Austin, TX 73301"
178431,Apple Airpods Headphones,1,150,04/18/19 22:07,"74 5th St, Portland, OR 97035"
178432,Bose SoundSport Headphones,1,99.99,04/13/19 14:17,"40 12th St, Seattle, WA 98101"
178432,USB-C Charging Cable,1,11.95,04/13/19 14:17,"40 12th St, Seattle, WA 98101"
178433,Lightning Charging Cable,1,14.95,04/17/19 12:36,"550 Madison St, San Francisco, CA 94016"
178434,Lightning Charging Cable,2,14.95,04/13/19 19:39,"252 Washington St, Los Angeles, CA 90001"
178435,27in 4K Gaming Monitor,1,389.99,04/20/19 22:31,"509 Chestnut St, Boston, MA 02215"
178436,USB-C Charging Cable,1,11.95,04/25/19 18:11,"72 Hickory St, San Francisco, CA 94016"
178437,Apple Airpods Headphones,1,150,04/16/19 21:26,"271 Elm St, Los Angeles, CA 90001"
178438,Apple Airpods Headphones,1,150,04/25/19 18:46,"364 5th St, New York City, NY 10001"
178439,Bose SoundSport Headphones,1,99.99,04/21/19 16:59,"527 Ridge St, Austin, TX 73301"
178440,Bose SoundSport Headphones,1,99.99,04/08/19 20:44,"897 12th St, New York City, NY 10001"
178441,Bose SoundSport Headphones,1,99.99,04/12/19 13:54,"986 Johnson St, San Francisco, CA 94016"
178442,AA Batteries (4-pack),2,3.84,04/26/19 09:07,"338 Willow St, Austin, TX 73301"
178443,Bose SoundSport Headphones,1,99.99,04/13/19 13:52,"727 Center St, Los Angeles, CA 90001"
178444,AAA Batteries (4-pack),2,2.99,04/28/19 02:11,"76 Madison St, Los Angeles, CA 90001"
178445,Wired Headphones,1,11.99,04/27/19 22:27,"780 6th St, Boston, MA 02215"
178446,Wired Headphones,1,11.99,04/07/19 17:09,"666 Center St, Seattle, WA 98101"
178447,iPhone,1,700,04/29/19 20:11,"873 Lincoln St, Seattle, WA 98101"
178448,ThinkPad Laptop,1,999.99,04/30/19 16:21,"153 River St, San Francisco, CA 94016"
178449,Apple Airpods Headphones,1,150,04/29/19 11:57,"889 6th St, Boston, MA 02215"
178450,AAA Batteries (4-pack),1,2.99,04/28/19 17:44,"584 Lakeview St, Boston, MA 02215"
178451,AA Batteries (4-pack),2,3.84,04/15/19 15:45,"890 Spruce St, San Francisco, CA 94016"
178452,34in Ultrawide Monitor,1,379.99,04/17/19 15:00,"963 River St, New York City, NY 10001"
178453,AA Batteries (4-pack),1,3.84,04/08/19 15:25,"519 Cherry St, Seattle, WA 98101"
178454,27in 4K Gaming Monitor,1,389.99,04/23/19 15:18,"533 South St, Austin, TX 73301"
178455,Apple Airpods Headphones,1,150,04/25/19 10:59,"598 Chestnut St, Los Angeles, CA 90001"
178456,Flatscreen TV,1,300,04/21/19 18:12,"259 Church St, Austin, TX 73301"
178457,Wired Headphones,2,11.99,04/03/19 18:49,"689 Center St, Los Angeles, CA 90001"
178458,Apple Airpods Headphones,1,150,04/08/19 10:23,"160 Lakeview St, Seattle, WA 98101"
178459,Lightning Charging Cable,1,14.95,04/06/19 22:43,"614 Madison St, Portland, OR 97035"
178460,AAA Batteries (4-pack),2,2.99,04/21/19 10:39,"537 Cedar St, New York City, NY 10001"
178461,USB-C Charging Cable,1,11.95,04/08/19 11:01,"982 Dogwood St, San Francisco, CA 94016"
178462,Flatscreen TV,1,300,04/20/19 09:47,"553 Hickory St, San Francisco, CA 94016"
178463,Apple Airpods Headphones,1,150,04/19/19 21:36,"992 Sunset St, Boston, MA 02215"
178464,AAA Batteries (4-pack),2,2.99,04/19/19 20:05,"778 Forest St, Los Angeles, CA 90001"
178465,Bose SoundSport Headphones,1,99.99,04/05/19 01:29,"840 Church St, Boston, MA 02215"
178466,USB-C Charging Cable,1,11.95,04/13/19 15:08,"838 13th St, Seattle, WA 98101"
178467,Lightning Charging Cable,1,14.95,04/16/19 11:27,"249 Highland St, San Francisco, CA 94016"
178468,AAA Batteries (4-pack),1,2.99,04/30/19 14:24,"628 8th St, Atlanta, GA 30301"
178469,Lightning Charging Cable,1,14.95,04/21/19 14:11,"318 North St, San Francisco, CA 94016"
178470,USB-C Charging Cable,1,11.95,04/01/19 20:15,"658 10th St, San Francisco, CA 94016"
178471,AA Batteries (4-pack),1,3.84,04/24/19 17:16,"234 Main St, Portland, ME 04101"
178472,Macbook Pro Laptop,1,1700,04/03/19 12:35,"789 4th St, San Francisco, CA 94016"
178473,20in Monitor,1,109.99,04/18/19 13:21,"408 Hill St, Boston, MA 02215"
178474,Macbook Pro Laptop,1,1700,04/21/19 19:37,"333 Forest St, Atlanta, GA 30301"
178475,Bose SoundSport Headphones,1,99.99,04/15/19 12:52,"774 5th St, Seattle, WA 98101"
178476,AA Batteries (4-pack),4,3.84,04/30/19 11:46,"233 Dogwood St, New York City, NY 10001"
178477,Apple Airpods Headphones,1,150,04/11/19 18:51,"129 Cedar St, Los Angeles, CA 90001"
178478,Wired Headphones,1,11.99,04/13/19 09:08,"663 Hickory St, New York City, NY 10001"
178479,USB-C Charging Cable,1,11.95,04/05/19 17:31,"647 Washington St, Los Angeles, CA 90001"
178480,27in FHD Monitor,1,149.99,04/30/19 01:29,"388 9th St, San Francisco, CA 94016"
178481,Bose SoundSport Headphones,1,99.99,04/07/19 17:21,"686 6th St, New York City, NY 10001"
178482,AAA Batteries (4-pack),1,2.99,04/23/19 10:53,"822 Center St, San Francisco, CA 94016"
178483,27in 4K Gaming Monitor,1,389.99,04/08/19 16:53,"808 North St, Boston, MA 02215"
178484,Apple Airpods Headphones,1,150,04/16/19 11:58,"934 Maple St, Los Angeles, CA 90001"
178485,Lightning Charging Cable,1,14.95,04/25/19 18:05,"669 Lake St, Seattle, WA 98101"
178486,AA Batteries (4-pack),1,3.84,04/16/19 10:36,"129 Ridge St, San Francisco, CA 94016"
178487,Lightning Charging Cable,1,14.95,04/17/19 10:38,"566 Sunset St, San Francisco, CA 94016"
178488,AAA Batteries (4-pack),1,2.99,04/04/19 20:19,"923 Jefferson St, New York City, NY 10001"
178489,Wired Headphones,1,11.99,04/16/19 11:03,"982 North St, San Francisco, CA 94016"
178490,AAA Batteries (4-pack),1,2.99,04/18/19 11:40,"467 Church St, San Francisco, CA 94016"
178491,USB-C Charging Cable,1,11.95,04/14/19 16:59,"714 8th St, San Francisco, CA 94016"
178492,AA Batteries (4-pack),1,3.84,04/21/19 22:33,"625 South St, Seattle, WA 98101"
178493,Flatscreen TV,1,300,04/14/19 09:43,"177 Chestnut St, Dallas, TX 75001"
178494,34in Ultrawide Monitor,1,379.99,04/07/19 17:33,"772 Jackson St, Atlanta, GA 30301"
178495,Lightning Charging Cable,1,14.95,04/19/19 13:44,"356 8th St, Los Angeles, CA 90001"
178496,Bose SoundSport Headphones,1,99.99,04/18/19 16:52,"9 Park St, Atlanta, GA 30301"
178497,USB-C Charging Cable,1,11.95,04/07/19 14:12,"444 Sunset St, Dallas, TX 75001"
178498,ThinkPad Laptop,1,999.99,04/24/19 19:31,"375 West St, San Francisco, CA 94016"
178499,AAA Batteries (4-pack),3,2.99,04/25/19 13:36,"800 Dogwood St, San Francisco, CA 94016"
178500,Bose SoundSport Headphones,1,99.99,04/03/19 20:49,"337 Johnson St, New York City, NY 10001"
178501,27in FHD Monitor,1,149.99,04/08/19 19:00,"607 Hill St, Portland, OR 97035"
178502,AAA Batteries (4-pack),1,2.99,04/21/19 08:38,"475 Hill St, New York City, NY 10001"
178503,Apple Airpods Headphones,1,150,04/20/19 21:39,"384 Jefferson St, San Francisco, CA 94016"
178504,USB-C Charging Cable,1,11.95,04/06/19 12:07,"853 Cedar St, Portland, ME 04101"
178505,Apple Airpods Headphones,1,150,04/28/19 14:57,"916 Meadow St, Atlanta, GA 30301"
178506,Apple Airpods Headphones,1,150,04/02/19 13:24,"434 Hickory St, Seattle, WA 98101"
178507,AAA Batteries (4-pack),1,2.99,04/26/19 17:41,"427 Lakeview St, San Francisco, CA 94016"
178508,Lightning Charging Cable,1,14.95,04/07/19 16:54,"161 Pine St, Dallas, TX 75001"
178509,27in 4K Gaming Monitor,1,389.99,04/28/19 23:26,"85 Washington St, Los Angeles, CA 90001"
178510,27in 4K Gaming Monitor,1,389.99,04/14/19 20:37,"664 10th St, Seattle, WA 98101"
178511,Apple Airpods Headphones,1,150,04/30/19 21:12,"2 Forest St, Dallas, TX 75001"
178512,Apple Airpods Headphones,1,150,04/15/19 19:41,"218 11th St, Seattle, WA 98101"
178513,USB-C Charging Cable,1,11.95,04/12/19 15:16,"347 Johnson St, New York City, NY 10001"
178514,34in Ultrawide Monitor,1,379.99,04/08/19 19:24,"332 Church St, San Francisco, CA 94016"
178515,ThinkPad Laptop,1,999.99,04/16/19 19:31,"994 Madison St, Seattle, WA 98101"
178516,Lightning Charging Cable,1,14.95,04/17/19 23:43,"845 14th St, Los Angeles, CA 90001"
178517,AA Batteries (4-pack),1,3.84,04/16/19 21:46,"836 Dogwood St, Atlanta, GA 30301"
178518,Bose SoundSport Headphones,1,99.99,04/04/19 12:47,"763 Jefferson St, Dallas, TX 75001"
178519,20in Monitor,1,109.99,04/04/19 12:13,"248 Sunset St, Portland, OR 97035"
178520,USB-C Charging Cable,2,11.95,04/15/19 15:15,"459 West St, Seattle, WA 98101"
178521,Wired Headphones,1,11.99,04/08/19 09:55,"47 2nd St, Atlanta, GA 30301"
178522,AA Batteries (4-pack),2,3.84,04/20/19 14:27,"451 North St, New York City, NY 10001"
178523,USB-C Charging Cable,1,11.95,04/08/19 13:54,"840 Jefferson St, Boston, MA 02215"
178523,20in Monitor,1,109.99,04/08/19 13:54,"840 Jefferson St, Boston, MA 02215"
178524,27in 4K Gaming Monitor,1,389.99,04/15/19 16:21,"27 Main St, New York City, NY 10001"
178525,AAA Batteries (4-pack),2,2.99,04/01/19 15:55,"537 Lakeview St, Los Angeles, CA 90001"
178525,AA Batteries (4-pack),2,3.84,04/01/19 15:55,"537 Lakeview St, Los Angeles, CA 90001"
178526,27in FHD Monitor,1,149.99,04/01/19 21:10,"479 Jefferson St, Seattle, WA 98101"
178527,AA Batteries (4-pack),1,3.84,04/05/19 23:17,"169 Wilson St, Los Angeles, CA 90001"
178527,Bose SoundSport Headphones,1,99.99,04/05/19 23:17,"169 Wilson St, Los Angeles, CA 90001"
178528,AA Batteries (4-pack),1,3.84,04/27/19 19:49,"420 5th St, San Francisco, CA 94016"
178529,AAA Batteries (4-pack),2,2.99,04/16/19 18:44,"780 Chestnut St, San Francisco, CA 94016"
178530,iPhone,1,700,04/21/19 09:57,"109 West St, San Francisco, CA 94016"
178531,Lightning Charging Cable,1,14.95,04/11/19 10:10,"335 Lincoln St, San Francisco, CA 94016"
178532,Bose SoundSport Headphones,1,99.99,04/03/19 15:09,"758 6th St, San Francisco, CA 94016"
178533,AAA Batteries (4-pack),1,2.99,04/20/19 18:05,"10 Spruce St, New York City, NY 10001"
178534,Apple Airpods Headphones,1,150,04/15/19 16:10,"213 Meadow St, Atlanta, GA 30301"
178535,Bose SoundSport Headphones,1,99.99,04/26/19 09:41,"320 Wilson St, Atlanta, GA 30301"
178536,20in Monitor,1,109.99,04/29/19 19:22,"523 6th St, San Francisco, CA 94016"
178537,AA Batteries (4-pack),1,3.84,04/29/19 20:48,"416 Washington St, Boston, MA 02215"
178538,AA Batteries (4-pack),1,3.84,04/06/19 07:18,"932 Center St, Los Angeles, CA 90001"
178539,34in Ultrawide Monitor,1,379.99,04/29/19 10:38,"576 West St, Los Angeles, CA 90001"
178540,Lightning Charging Cable,1,14.95,04/19/19 14:56,"237 Cherry St, San Francisco, CA 94016"
178541,USB-C Charging Cable,1,11.95,04/17/19 21:13,"574 Lincoln St, Portland, OR 97035"
178542,34in Ultrawide Monitor,1,379.99,04/07/19 12:34,"495 Lake St, Portland, OR 97035"
178543,AA Batteries (4-pack),2,3.84,04/05/19 11:47,"558 1st St, San Francisco, CA 94016"
178544,USB-C Charging Cable,1,11.95,04/21/19 17:01,"602 River St, Austin, TX 73301"
178545,Lightning Charging Cable,1,14.95,04/08/19 15:35,"81 Lincoln St, Portland, OR 97035"
178546,Wired Headphones,1,11.99,04/05/19 05:21,"538 Spruce St, Boston, MA 02215"
178547,27in FHD Monitor,1,149.99,04/21/19 14:13,"561 Lincoln St, Seattle, WA 98101"
178548,34in Ultrawide Monitor,1,379.99,04/12/19 20:13,"773 Dogwood St, New York City, NY 10001"
178549,Wired Headphones,1,11.99,04/05/19 10:49,"292 Chestnut St, Portland, ME 04101"
178550,Google Phone,1,600,04/17/19 14:50,"714 Willow St, San Francisco, CA 94016"
178551,Wired Headphones,1,11.99,04/11/19 20:55,"748 Hickory St, Los Angeles, CA 90001"
178552,Apple Airpods Headphones,1,150,04/16/19 13:16,"11 Highland St, Seattle, WA 98101"
178553,Wired Headphones,1,11.99,04/30/19 18:19,"175 Cherry St, Portland, OR 97035"
178554,Lightning Charging Cable,1,14.95,04/16/19 16:08,"467 7th St, San Francisco, CA 94016"
178555,Wired Headphones,1,11.99,04/10/19 12:18,"787 Elm St, Los Angeles, CA 90001"
178556,Bose SoundSport Headphones,1,99.99,04/10/19 13:30,"664 Washington St, Los Angeles, CA 90001"
178557,AAA Batteries (4-pack),1,2.99,04/29/19 20:26,"937 Sunset St, Seattle, WA 98101"
178558,27in FHD Monitor,1,149.99,04/27/19 19:43,"425 Madison St, Portland, OR 97035"
178559,20in Monitor,1,109.99,04/13/19 22:41,"24 Willow St, San Francisco, CA 94016"
178560,Vareebadd Phone,1,400,04/27/19 20:54,"986 12th St, Seattle, WA 98101"
178561,34in Ultrawide Monitor,1,379.99,04/30/19 12:22,"410 North St, Portland, OR 97035"
178562,Apple Airpods Headphones,1,150,04/22/19 11:43,"158 Walnut St, Los Angeles, CA 90001"
178563,AAA Batteries (4-pack),3,2.99,04/08/19 12:42,"195 Church St, Austin, TX 73301"
178564,Flatscreen TV,1,300,04/04/19 16:57,"38 10th St, Boston, MA 02215"
178565,USB-C Charging Cable,1,11.95,04/14/19 16:49,"145 South St, San Francisco, CA 94016"
178566,AA Batteries (4-pack),1,3.84,04/15/19 23:41,"260 Hickory St, New York City, NY 10001"
178567,Flatscreen TV,1,300,04/27/19 20:16,"267 9th St, Atlanta, GA 30301"
178568,Apple Airpods Headphones,1,150,04/30/19 05:31,"95 2nd St, Seattle, WA 98101"
178569,USB-C Charging Cable,2,11.95,04/21/19 14:09,"636 Cedar St, Portland, OR 97035"
178570,27in 4K Gaming Monitor,1,389.99,04/05/19 14:24,"123 Lakeview St, San Francisco, CA 94016"
178571,34in Ultrawide Monitor,1,379.99,04/18/19 13:46,"253 Jefferson St, Boston, MA 02215"
178572,USB-C Charging Cable,1,11.95,04/21/19 09:16,"177 Pine St, San Francisco, CA 94016"
178572,27in 4K Gaming Monitor,1,389.99,04/21/19 09:16,"177 Pine St, San Francisco, CA 94016"
178573,ThinkPad Laptop,1,999.99,04/14/19 10:07,"929 Spruce St, Dallas, TX 75001"
178574,Wired Headphones,1,11.99,04/14/19 06:25,"879 Ridge St, Boston, MA 02215"
178575,Lightning Charging Cable,1,14.95,04/20/19 06:02,"331 14th St, San Francisco, CA 94016"
178576,AAA Batteries (4-pack),1,2.99,04/26/19 10:40,"576 Chestnut St, Los Angeles, CA 90001"
178577,20in Monitor,1,109.99,04/06/19 12:37,"485 Highland St, Dallas, TX 75001"
178578,AAA Batteries (4-pack),2,2.99,04/29/19 17:18,"27 11th St, San Francisco, CA 94016"
178579,Bose SoundSport Headphones,1,99.99,04/07/19 22:36,"561 11th St, Atlanta, GA 30301"
178580,Wired Headphones,1,11.99,04/11/19 12:02,"902 11th St, Portland, OR 97035"
178581,Wired Headphones,1,11.99,04/19/19 17:34,"935 7th St, New York City, NY 10001"
178582,AAA Batteries (4-pack),3,2.99,04/19/19 08:58,"168 Jefferson St, Atlanta, GA 30301"
178583,AAA Batteries (4-pack),1,2.99,04/09/19 17:33,"193 2nd St, San Francisco, CA 94016"
178584,Macbook Pro Laptop,1,1700,04/30/19 14:51,"969 10th St, Portland, OR 97035"
178585,Apple Airpods Headphones,1,150,04/05/19 21:17,"211 Highland St, New York City, NY 10001"
178586,20in Monitor,1,109.99,04/23/19 23:59,"479 9th St, Los Angeles, CA 90001"
178587,AA Batteries (4-pack),1,3.84,04/26/19 10:05,"424 1st St, Dallas, TX 75001"
178588,USB-C Charging Cable,1,11.95,04/03/19 19:09,"382 Dogwood St, Austin, TX 73301"
178589,27in 4K Gaming Monitor,1,389.99,04/02/19 17:22,"390 Ridge St, Seattle, WA 98101"
178590,27in FHD Monitor,1,149.99,04/06/19 23:06,"125 River St, Boston, MA 02215"
178591,Bose SoundSport Headphones,1,99.99,04/07/19 19:00,"987 Lincoln St, Seattle, WA 98101"
178592,iPhone,1,700,04/05/19 22:07,"54 Spruce St, New York City, NY 10001"
178593,AAA Batteries (4-pack),4,2.99,04/07/19 13:32,"516 10th St, San Francisco, CA 94016"
178594,AAA Batteries (4-pack),1,2.99,04/01/19 19:08,"532 Pine St, San Francisco, CA 94016"
178595,Lightning Charging Cable,1,14.95,04/30/19 23:11,"176 Sunset St, San Francisco, CA 94016"
178596,Lightning Charging Cable,1,14.95,04/17/19 15:56,"937 Elm St, San Francisco, CA 94016"
178597,27in 4K Gaming Monitor,1,389.99,04/25/19 21:25,"607 Washington St, Los Angeles, CA 90001"
178598,Lightning Charging Cable,1,14.95,04/14/19 19:16,"518 North St, San Francisco, CA 94016"
178599,Flatscreen TV,1,300,04/17/19 15:01,"584 Forest St, Atlanta, GA 30301"
178600,Apple Airpods Headphones,1,150,04/18/19 11:51,"12 Hickory St, Los Angeles, CA 90001"
178601,Lightning Charging Cable,1,14.95,04/11/19 13:36,"442 7th St, Boston, MA 02215"
178602,Lightning Charging Cable,1,14.95,04/05/19 15:31,"694 13th St, New York City, NY 10001"
178603,USB-C Charging Cable,1,11.95,04/22/19 22:54,"719 Wilson St, Atlanta, GA 30301"
178604,Wired Headphones,1,11.99,04/24/19 23:00,"881 Jackson St, New York City, NY 10001"
178605,AAA Batteries (4-pack),1,2.99,04/07/19 17:11,"10 Maple St, Portland, OR 97035"
178606,AA Batteries (4-pack),1,3.84,04/06/19 20:25,"406 Hickory St, Austin, TX 73301"
178607,Lightning Charging Cable,1,14.95,04/03/19 20:15,"88 Elm St, San Francisco, CA 94016"
178608,USB-C Charging Cable,1,11.95,04/25/19 18:31,"409 South St, Portland, OR 97035"
178609,Wired Headphones,1,11.99,04/29/19 04:27,"881 Hickory St, San Francisco, CA 94016"
178610,Wired Headphones,1,11.99,04/09/19 18:04,"633 Highland St, Los Angeles, CA 90001"
178611,AA Batteries (4-pack),1,3.84,04/14/19 11:02,"866 South St, Boston, MA 02215"
178612,AAA Batteries (4-pack),1,2.99,04/23/19 10:41,"810 Dogwood St, Atlanta, GA 30301"
178613,27in FHD Monitor,1,149.99,04/01/19 18:06,"919 Lake St, Los Angeles, CA 90001"
178614,AA Batteries (4-pack),2,3.84,04/06/19 16:17,"681 Ridge St, Los Angeles, CA 90001"
178615,Lightning Charging Cable,1,14.95,04/17/19 20:33,"153 Washington St, Austin, TX 73301"
178616,34in Ultrawide Monitor,1,379.99,04/26/19 14:25,"646 Meadow St, San Francisco, CA 94016"
178617,AA Batteries (4-pack),1,3.84,04/21/19 15:50,"572 Chestnut St, Portland, OR 97035"
178618,Apple Airpods Headphones,1,150,04/18/19 01:50,"323 Chestnut St, New York City, NY 10001"
178619,Lightning Charging Cable,1,14.95,04/13/19 21:32,"847 Maple St, San Francisco, CA 94016"
178620,Bose SoundSport Headphones,1,99.99,04/22/19 23:06,"805 7th St, New York City, NY 10001"
178621,Apple Airpods Headphones,1,150,04/01/19 13:43,"172 Chestnut St, Atlanta, GA 30301"
178622,Bose SoundSport Headphones,1,99.99,04/01/19 22:05,"328 Cedar St, San Francisco, CA 94016"
178623,Bose SoundSport Headphones,1,99.99,04/24/19 17:44,"822 Willow St, San Francisco, CA 94016"
178624,Lightning Charging Cable,1,14.95,04/06/19 21:23,"515 Madison St, San Francisco, CA 94016"
178625,Macbook Pro Laptop,1,1700,04/27/19 16:10,"161 6th St, San Francisco, CA 94016"
178626,AA Batteries (4-pack),1,3.84,04/07/19 23:27,"441 Park St, New York City, NY 10001"
178627,Lightning Charging Cable,1,14.95,04/12/19 10:15,"375 4th St, Los Angeles, CA 90001"
178628,Lightning Charging Cable,1,14.95,04/13/19 21:26,"131 12th St, Los Angeles, CA 90001"
178629,Apple Airpods Headphones,1,150,04/04/19 01:56,"627 Pine St, San Francisco, CA 94016"
178630,AA Batteries (4-pack),1,3.84,04/23/19 12:28,"854 Center St, Dallas, TX 75001"
178631,AAA Batteries (4-pack),1,2.99,04/02/19 10:58,"287 7th St, San Francisco, CA 94016"
178632,AA Batteries (4-pack),2,3.84,04/12/19 13:42,"703 Elm St, San Francisco, CA 94016"
178633,34in Ultrawide Monitor,1,379.99,04/12/19 20:06,"966 Jackson St, New York City, NY 10001"
178634,Apple Airpods Headphones,1,150,04/25/19 16:38,"85 5th St, Dallas, TX 75001"
178635,Bose SoundSport Headphones,1,99.99,04/27/19 13:21,"316 Madison St, San Francisco, CA 94016"
178636,Macbook Pro Laptop,1,1700,04/25/19 13:53,"853 10th St, New York City, NY 10001"
178637,Lightning Charging Cable,1,14.95,04/17/19 11:54,"74 Main St, Portland, OR 97035"
178638,ThinkPad Laptop,1,999.99,04/27/19 00:24,"807 Elm St, Austin, TX 73301"
178639,AA Batteries (4-pack),2,3.84,04/14/19 07:29,"508 Park St, Seattle, WA 98101"
178640,USB-C Charging Cable,1,11.95,04/13/19 01:32,"270 9th St, Los Angeles, CA 90001"
178641,USB-C Charging Cable,1,11.95,04/18/19 13:09,"435 8th St, New York City, NY 10001"
178642,USB-C Charging Cable,1,11.95,04/01/19 14:02,"619 Park St, San Francisco, CA 94016"
178643,Bose SoundSport Headphones,1,99.99,04/08/19 14:05,"62 Main St, Los Angeles, CA 90001"
178644,Wired Headphones,2,11.99,04/07/19 20:45,"680 Dogwood St, Boston, MA 02215"
178645,Lightning Charging Cable,1,14.95,04/16/19 07:35,"561 13th St, Portland, OR 97035"
178646,20in Monitor,1,109.99,04/08/19 12:27,"409 Jefferson St, San Francisco, CA 94016"
178647,AAA Batteries (4-pack),1,2.99,04/20/19 19:15,"599 Sunset St, Austin, TX 73301"
178648,Macbook Pro Laptop,1,1700,04/23/19 16:11,"669 Walnut St, New York City, NY 10001"
178649,20in Monitor,1,109.99,04/05/19 16:37,"744 8th St, New York City, NY 10001"
178650,Apple Airpods Headphones,1,150,04/06/19 18:54,"33 Jefferson St, Boston, MA 02215"
178651,Google Phone,1,600,04/27/19 06:18,"455 Walnut St, San Francisco, CA 94016"
178652,AAA Batteries (4-pack),1,2.99,04/28/19 14:36,"377 Madison St, Atlanta, GA 30301"
178653,AAA Batteries (4-pack),1,2.99,04/01/19 21:41,"665 Walnut St, New York City, NY 10001"
178654,34in Ultrawide Monitor,1,379.99,04/21/19 18:46,"373 South St, Dallas, TX 75001"
178655,Apple Airpods Headphones,1,150,04/07/19 20:18,"555 Adams St, Dallas, TX 75001"
178656,USB-C Charging Cable,1,11.95,04/01/19 19:47,"494 South St, Boston, MA 02215"
178657,AAA Batteries (4-pack),1,2.99,04/26/19 12:53,"462 8th St, New York City, NY 10001"
178658,USB-C Charging Cable,1,11.95,04/08/19 10:53,"76 Jackson St, San Francisco, CA 94016"
178659,27in 4K Gaming Monitor,1,389.99,04/25/19 21:57,"515 Ridge St, Seattle, WA 98101"
178660,Lightning Charging Cable,1,14.95,04/28/19 12:49,"77 Cherry St, Boston, MA 02215"
